,acd,cch,etf,etf-c,fru,fwe,htc,htc-c,htn,htn-c,ior,ldu,mru,ozd,pco,pma,swe,tre,wtu,ecs,pef,description
164 - Tshirt (160g) - C: REE - ATR: 0% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718,1111,"T-shirt / Polo : 0,160kg, matière : 85% Coton provenance  par défaut (Asie - Pacifique), 5% Chanvre provenance  par défaut (Asie - Pacifique), 10% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Circulaire : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est, distribution : France, utilisation : France, fin de vie : France"
165 - Tshirt (160g) - C: PK - ATR: 0% - 33€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738,521,"T-shirt / Polo : 0,160kg, matière : 83% Polyester provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), 15% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage Intégral / Whole garment : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan, distribution : France, utilisation : France, fin de vie : France"
166 - Tshirt (100g) - C: ROC - ATR: 100% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209,850,"T-shirt / Polo : 0,100kg, matière : 56% Polyester provenance  par défaut (Asie - Pacifique), 37% Lin provenance  par défaut (Europe), 7% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tricotage Fully fashioned / Seamless : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
167 - Tshirt (160g) - C: KH - ATR: 33% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005,719,"T-shirt / Polo : 0,160kg, matière : 71% Polyester provenance  par défaut (Asie - Pacifique), 6% Lin provenance  par défaut (Europe), 23% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tricotage Circulaire : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
168 - Tshirt (190g) - C: RNA - ATR: 100% - 35€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190,803,"T-shirt / Polo : 0,190kg, matière : 74% Polyester provenance  par défaut (Asie - Pacifique), 8% Chanvre provenance  par défaut (Asie - Pacifique), 18% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Rectiligne : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
169 - Tshirt (160g) - C: KH - ATR: 100% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253,849,"T-shirt / Polo : 0,160kg, matière : 74% Coton provenance  par défaut (Asie - Pacifique), 13% Chanvre provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tricotage Fully fashioned / Seamless : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
170 - Tshirt (130g) - C: MA - ATR: 33% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597,503,"T-shirt / Polo : 0,130kg, matière : 62% Lin provenance  par défaut (Europe), 3% Chanvre provenance  par défaut (Asie - Pacifique), 35% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tissage : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
171 - Tshirt (100g) - C: REE - ATR: 0% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,453,"T-shirt / Polo : 0,100kg, matière : 69% Coton provenance  par défaut (Asie - Pacifique), 22% Polyester provenance  par défaut (Asie - Pacifique), 9% Lin provenance  par défaut (Europe), filature : Région - Moyen-Orient, Tricotage Intégral / Whole garment : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est, distribution : France, utilisation : France, fin de vie : France"
172 - Tshirt (250g) - C: REO - ATR: 33% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277,942,"T-shirt / Polo : 0,250kg, matière : 63% Polyester provenance  par défaut (Asie - Pacifique), 7% Chanvre provenance  par défaut (Asie - Pacifique), 30% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tricotage moyen (par défaut) : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
173 - Tshirt (220g) - C: KH - ATR: 33% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106,819,"T-shirt / Polo : 0,220kg, matière : 83% Polyester provenance  par défaut (Asie - Pacifique), 10% Chanvre provenance  par défaut (Asie - Pacifique), 7% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage Intégral / Whole garment : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
174 - Tshirt (250g) - C: --- - ATR: 33% - 37€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417,974,"T-shirt / Polo : 0,250kg, matière : 63% Polyester provenance  par défaut (Asie - Pacifique), 33% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage moyen (par défaut) : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
175 - Tshirt (160g) - C: VN - ATR: 0% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760,1024,"T-shirt / Polo : 0,160kg, matière : 96% Coton provenance  par défaut (Asie - Pacifique), 3% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage Rectiligne : Vietnam, ennoblissement : Vietnam, impression : non, confection : Vietnam, distribution : France, utilisation : France, fin de vie : France"
176 - Tshirt (280g) - C: BD - ATR: 33% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458,1408,"T-shirt / Polo : 0,280kg, matière : 52% Coton provenance  par défaut (Asie - Pacifique), 26% Polyester provenance  par défaut (Asie - Pacifique), 22% Lin provenance  par défaut (Europe), filature : Région - Amérique du nord, Tricotage Fully fashioned / Seamless : Bangladesh, ennoblissement : Bangladesh, impression : non, confection : Bangladesh (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
177 - Tshirt (190g) - C: CN - ATR: 0% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232,977,"T-shirt / Polo : 0,190kg, matière : 67% Lin provenance  par défaut (Europe), 12% Chanvre provenance  par défaut (Asie - Pacifique), 21% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tissage : Chine, ennoblissement : Chine, impression : non, confection : Chine, distribution : France, utilisation : France, fin de vie : France"
178 - Tshirt (220g) - C: PK - ATR: 33% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380,885,"T-shirt / Polo : 0,220kg, matière : 66% Polyester provenance  par défaut (Asie - Pacifique), 18% Chanvre provenance  par défaut (Asie - Pacifique), 16% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage Circulaire : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
179 - Tshirt (160g) - C: TR - ATR: 33% - 26€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224,777,"T-shirt / Polo : 0,160kg, matière : 98% Coton provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), filature : Tunisie, Tricotage Intégral / Whole garment : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
180 - Tshirt (280g) - C: PK - ATR: 33% - 40€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985,1166,"T-shirt / Polo : 0,280kg, matière : 79% Coton provenance  par défaut (Asie - Pacifique), 7% Polyester provenance  par défaut (Asie - Pacifique), 14% Lin provenance  par défaut (Europe), filature : Turquie, Tricotage Rectiligne : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
181 - Tshirt (190g) - C: PK - ATR: 33% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547,909,"T-shirt / Polo : 0,190kg, matière : 97% Coton provenance  par défaut (Asie - Pacifique), 3% Lin provenance  par défaut (Europe), filature : Bangladesh, Tissage : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
182 - Tshirt (130g) - C: --- - ATR: 100% - 37€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988,667,"T-shirt / Polo : 0,130kg, matière : 84% Coton provenance  par défaut (Asie - Pacifique), 1% Polyester provenance  par défaut (Asie - Pacifique), 15% Viscose provenance  par défaut (Asie - Pacifique), filature : France, Tissage : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
183 - Tshirt (130g) - C: TR - ATR: 33% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822,548,"T-shirt / Polo : 0,130kg, matière : 68% Coton provenance  par défaut (Asie - Pacifique), 22% Chanvre provenance  par défaut (Asie - Pacifique), 10% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage Rectiligne : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
184 - Tshirt (220g) - C: TR - ATR: 100% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2075,1300,"T-shirt / Polo : 0,220kg, matière : 96% Coton provenance  par défaut (Asie - Pacifique), 2% Chanvre provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Inde, Tricotage Fully fashioned / Seamless : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
185 - Tshirt (100g) - C: IN - ATR: 100% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623,465,"T-shirt / Polo : 0,100kg, matière : 89% Lin provenance  par défaut (Europe), 11% Chanvre provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage Fully fashioned / Seamless : Inde, ennoblissement : Inde, impression : non, confection : Inde (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
186 - Tshirt (160g) - C: PK - ATR: 100% - 29€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067,665,"T-shirt / Polo : 0,160kg, matière : 78% Coton provenance  par défaut (Asie - Pacifique), 10% Lin provenance  par défaut (Europe), 12% Viscose provenance  par défaut (Asie - Pacifique), filature : France, Tricotage Intégral / Whole garment : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
187 - Tshirt (130g) - C: REO - ATR: 0% - 24€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610,462,"T-shirt / Polo : 0,130kg, matière : 79% Polyester provenance  par défaut (Asie - Pacifique), 4% Chanvre provenance  par défaut (Asie - Pacifique), 17% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Circulaire : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest, distribution : France, utilisation : France, fin de vie : France"
188 - Tshirt (130g) - C: RAF - ATR: 0% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020,614,"T-shirt / Polo : 0,130kg, matière : 69% Coton provenance  par défaut (Asie - Pacifique), 26% Polyester provenance  par défaut (Asie - Pacifique), 5% Lin provenance  par défaut (Europe), filature : Inde, Tricotage moyen (par défaut) : Région - Afrique, ennoblissement : Région - Afrique, impression : non, confection : Région - Afrique, distribution : France, utilisation : France, fin de vie : France"
189 - Tshirt (100g) - C: --- - ATR: 100% - 40€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948,593,"T-shirt / Polo : 0,100kg, matière : 94% Coton provenance  par défaut (Asie - Pacifique), 4% Chanvre provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage Circulaire : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
190 - Tshirt (280g) - C: KH - ATR: 0% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,1309,"T-shirt / Polo : 0,280kg, matière : 78% Coton provenance  par défaut (Asie - Pacifique), 3% Chanvre provenance  par défaut (Asie - Pacifique), 19% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tissage : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge, distribution : France, utilisation : France, fin de vie : France"
191 - Tshirt (130g) - C: VN - ATR: 33% - 29€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698,507,"T-shirt / Polo : 0,130kg, matière : 78% Polyester provenance  par défaut (Asie - Pacifique), 16% Chanvre provenance  par défaut (Asie - Pacifique), 6% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage Intégral / Whole garment : Vietnam, ennoblissement : Vietnam, impression : non, confection : Vietnam (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
192 - Tshirt (190g) - C: RLA - ATR: 33% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997,773,"T-shirt / Polo : 0,190kg, matière : 88% Lin provenance  par défaut (Europe), 1% Chanvre provenance  par défaut (Asie - Pacifique), 11% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Moyen-Orient, Tricotage moyen (par défaut) : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
193 - Tshirt (190g) - C: CN - ATR: 0% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820,617,"T-shirt / Polo : 0,190kg, matière : 97% Polyester provenance  par défaut (Asie - Pacifique), 1% Chanvre provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tricotage Rectiligne : Chine, ennoblissement : Chine, impression : non, confection : Chine, distribution : France, utilisation : France, fin de vie : France"
194 - Tshirt (100g) - C: CN - ATR: 0% - 18€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116,711,"T-shirt / Polo : 0,100kg, matière : 98% Coton provenance  par défaut (Asie - Pacifique), 1% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage Intégral / Whole garment : Chine, ennoblissement : Chine, impression : non, confection : Chine, distribution : France, utilisation : France, fin de vie : France"
195 - Tshirt (190g) - C: MA - ATR: 33% - 11€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320,859,"T-shirt / Polo : 0,190kg, matière : 95% Coton provenance  par défaut (Asie - Pacifique), 4% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Moyen-Orient, Tricotage Intégral / Whole garment : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
196 - Tshirt (100g) - C: KH - ATR: 33% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823,523,"T-shirt / Polo : 0,100kg, matière : 67% Coton provenance  par défaut (Asie - Pacifique), 11% Polyester provenance  par défaut (Asie - Pacifique), 22% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique Latine, Tricotage Rectiligne : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
